&lt;&lt;&nbsp;保温饭盒 1层,916,0.64元,103,5.12%,0%
&lt;&lt;&nbsp;饭盒 饭盒,9221,0.88元,395,6.23%,2.30%
&lt;&lt;&nbsp;保温饭盒保温,865,0.76元,84,6.03%,6.66%
&lt;&lt;&nbsp;多层饭盒,2848,0.84元,112,12.35%,4.34%
&lt;&lt;&nbsp;保温饭盒 饭盒,16384,0.92元,275,10.57%,2.65%
&lt;&lt;&nbsp;保温饭盒 日本,3312,1.31元,91,8.03%,1.91%
&lt;&lt;&nbsp;饭盒 饭盒 日本,2983,1.14元,21,9.27%,0.61%
&lt;&lt;&nbsp;保温饭盒 1人,3085,0.75元,119,10.47%,1.83%
&lt;&lt;&nbsp;保温饭壶,63,1.13元,11,10.14%,28.57%
&lt;&lt;&nbsp;保温饭盒 超长保温 便携,157,1.68元,16,6.28%,0%
&lt;&lt;&nbsp;泰福高,1317,2.22元,25,3.73%,0%
&lt;&lt;&nbsp;闷烧罐,4746,1.11元,45,8.66%,2.04%
&lt;&lt;&nbsp;便携 保温,651,0.95元,47,4.03%,0%
&lt;&lt;&nbsp;保温盒饭盒 饭盒,1129,0.75元,92,8.28%,2.77%
&lt;&lt;&nbsp;便携,971,0.72元,90,0.62%,0%
&lt;&lt;&nbsp;焖烧壶 日本,135,1.51元,7,10.66%,6.25%
&lt;&lt;&nbsp;焖烧壶保温饭盒,4985,1.55元,131,6.49%,2.59%
&lt;&lt;&nbsp;多层保温饭盒,11498,1.55元,229,8.80%,2.69%
&lt;&lt;&nbsp;保温盒饭盒 超长保温,1801,1.61元,69,7.52%,3.79%
&lt;&lt;&nbsp;保温饭盒 超长保温 1人,752,0.88元,31,6.38%,5.45%
&lt;&lt;&nbsp;保温盒,6628,0.88元,152,8.37%,1.95%
&lt;&lt;&nbsp;超长,1320,0.78元,65,10.32%,2.53%
&lt;&lt;&nbsp;保温焖烧壶,522,1.32元,39,4.71%,0%
&lt;&lt;&nbsp;日本泰福高保温饭盒,448,2.20元,16,10.62%,3.70%
&lt;&lt;&nbsp;焖烧壶 保温桶,85,1元,14,5.31%,0%
&lt;&lt;&nbsp;便携保温桶,-,-,-,-,-
&lt;&lt;&nbsp;保温饭桶,4868,1.53元,211,6.18%,1.95%
&lt;&lt;&nbsp;泰福高焖烧壶,81,1.31元,10,12.35%,0%
&lt;&lt;&nbsp;保温饭盒饭盒 便携,263,0.55元,27,8.81%,0%
&lt;&lt;&nbsp;保温饭盒桶,6480,1.28元,342,3.83%,3.70%
&lt;&lt;&nbsp;保温罐,696,0.59元,16,10.92%,4.59%
&lt;&lt;&nbsp;保温锅,1772,1.94元,67,5.13%,0%
&lt;&lt;&nbsp;焖烧壶多层,605,2.90元,11,5.36%,0%
&lt;&lt;&nbsp;焖烧,648,1.11元,32,5.93%,0%
&lt;&lt;&nbsp;保温盒 饭盒,1076,0.92元,106,7.72%,2.08%
&lt;&lt;&nbsp;闷烧壶多层,37,1.67元,3,10%,0%
&lt;&lt;&nbsp;闷烧,228,1.06元,20,5.88%,0%
&lt;&lt;&nbsp;焖烧保温饭盒,357,1.32元,83,5.45%,0%
&lt;&lt;&nbsp;多层保温盒,251,1.01元,25,9.57%,3.70%
&lt;&lt;&nbsp;日本饭盒,1360,0.61元,74,6.08%,3.12%
&lt;&lt;&nbsp;焖烧保温桶,522,1.27元,12,4.04%,0%
&lt;&lt;&nbsp;保温饭盒 1人 便携,120,0.81元,20,6.76%,0%
&lt;&lt;&nbsp;超保温饭盒,1736,1.77元,49,10.38%,3.33%
&lt;&lt;&nbsp;饭桶,2822,0.92元,106,6.14%,1.96%
&lt;&lt;&nbsp;保温,4731,1.55元,272,4.17%,2.97%
&lt;&lt;&nbsp;便携饭盒,562,0.77元,55,10.76%,7.24%
&lt;&lt;&nbsp;闷烧杯闷烧壶,1124,1.23元,59,7.31%,0%
&lt;&lt;&nbsp;便携水果盒,714,0.97元,30,8.69%,0%
&lt;&lt;&nbsp;密封饭盒,693,0.50元,74,11.22%,4.49%
&lt;&lt;&nbsp;小饭盒,1062,0.56元,82,7.83%,8.33%
&lt;&lt;&nbsp;网红饭盒,249,0.68元,26,6.07%,0%
&lt;&lt;&nbsp;饭盒套装,1397,0.73元,77,8.94%,0%
&lt;&lt;&nbsp;保温饭盒碗,418,0.40元,35,13.71%,9.23%
&lt;&lt;&nbsp;铝制饭盒,169,0.24元,22,13.22%,0%
&lt;&lt;&nbsp;真空饭盒,1954,1.48元,27,7.53%,1.74%
&lt;&lt;&nbsp;茶壶 单壶,2056,1.34元,143,5.03%,4.13%
&lt;&lt;&nbsp;便携泡茶,249,1.69元,22,5%,0%
&lt;&lt;&nbsp;大饭盒,149,0.59元,35,6.62%,0%
&lt;&lt;&nbsp;焖烧杯保温饭盒,125,0.86元,32,3.59%,0%
&lt;&lt;&nbsp;上班饭盒,1175,0.60元,48,10.08%,0.72%
&lt;&lt;&nbsp;打包桶,246,0.89元,19,5.07%,0%
&lt;&lt;&nbsp;保温饭盒带,147,0.80元,28,4.26%,0%
&lt;&lt;&nbsp;茶业罐,231,1.20元,19,9.26%,0%
&lt;&lt;&nbsp;多层手提饭盒,820,0.30元,15,10.62%,3%
&lt;&lt;&nbsp;便携式饭盒,162,0.62元,38,7.77%,0%
&lt;&lt;&nbsp;迷你饭盒,703,0.40元,92,11.55%,0%
&lt;&lt;&nbsp;真空保温饭盒桶,220,1.73元,18,12.14%,0%
&lt;&lt;&nbsp;小保温饭盒,872,0.64元,63,11.47%,2.60%
&lt;&lt;&nbsp;饭盒密封圈,306,0.47元,22,11.30%,5.12%
&lt;&lt;&nbsp;透明饭盒 饭盒,90,0.78元,14,15.15%,6.66%
&lt;&lt;&nbsp;skater保温饭盒,344,0.95元,18,7.98%,0%
&lt;&lt;&nbsp;烧开水桶,1693,1.95元,27,12.72%,5.17%
&lt;&lt;&nbsp;女生可爱饭盒,1772,0.32元,91,12.34%,1.17%
&lt;&lt;&nbsp;保温水壶,103462,1.68元,613,7.89%,6.45%
&lt;&lt;&nbsp;饭盒 微波,827,0.91元,70,7.05%,1.49%
&lt;&lt;&nbsp;侧把壶 日本,185,1.95元,11,1.93%,0%
&lt;&lt;&nbsp;保温桶女 便携,800,0.96元,22,7.18%,3.03%
&lt;&lt;&nbsp;礼品饭盒,221,0.70元,9,8.46%,9.52%
&lt;&lt;&nbsp;焖烧杯,56067,1.71元,217,6.30%,1.83%
&lt;&lt;&nbsp;带饭保温饭盒,652,1.48元,42,8.45%,4.76%
&lt;&lt;&nbsp;微波炉饭盒,67323,0.85元,570,9.85%,5.10%
&lt;&lt;&nbsp;保温便当饭盒,210,0.54元,52,6.38%,0%
&lt;&lt;&nbsp;铁饭盒,468,0.60元,40,12.61%,1.49%
&lt;&lt;&nbsp;送饭保温饭盒,189,1.17元,23,10.42%,4.54%
&lt;&lt;&nbsp;双层电热饭盒,515,0.83元,52,3.58%,4.76%
&lt;&lt;&nbsp;带饭。保温盒,21,0.88元,4,26.08%,33.33%
&lt;&lt;&nbsp;水果沙拉饭盒,155,1.50元,25,5.78%,0%
&lt;&lt;&nbsp;外卖保温,515,2.26元,37,14.33%,2.38%
&lt;&lt;&nbsp;保温餐盘分格,284,1.36元,6,8.12%,0%
&lt;&lt;&nbsp;铝箔饭盒,209,1.02元,6,11.96%,0%
&lt;&lt;&nbsp;塑料饭盒 饭盒,338,0.81元,45,9.94%,0%
&lt;&lt;&nbsp;冬季保温饭盒,142,2.40元,23,6.96%,18.18%
&lt;&lt;&nbsp;盒饭饭盒,47,0.87元,12,3.92%,0%
&lt;&lt;&nbsp;保温水桶,785,1.06元,22,10.66%,2.08%
&lt;&lt;&nbsp;保温泡茶壶,248,1.68元,41,3.95%,0%
&lt;&lt;&nbsp;闷烧杯,27101,1.63元,122,6.48%,1.89%
&lt;&lt;&nbsp;养壶,112,0.82元,18,4.83%,0%
&lt;&lt;&nbsp;上班带饭的饭盒,1518,0.63元,77,8.95%,0.63%
&lt;&lt;&nbsp;带盖饭盒碗,93,0.35元,29,12.62%,0%
&lt;&lt;&nbsp;保温饭盒男,106,1.58元,9,9.40%,0%
&lt;&lt;&nbsp;小学饭盒,339,1.87元,11,7.31%,0%
&lt;&lt;&nbsp;一层保温饭盒,256,0.88元,11,10.41%,0%
&lt;&lt;&nbsp;保温桶饭盒 便携 成人,192,0.54元,22,2.80%,0%
&lt;&lt;&nbsp;kitty饭盒,290,0.62元,25,5.52%,0%
&lt;&lt;&nbsp;便携杯子,1113,0.60元,160,6.22%,5%
&lt;&lt;&nbsp;签桶,198,1.67元,25,4.07%,0%
&lt;&lt;&nbsp;长方形饭盒,760,0.76元,97,7.92%,2.89%
&lt;&lt;&nbsp;饭盒保温盒 成人,22,0.39元,11,8.33%,0%
&lt;&lt;&nbsp;壶塞,81,0.32元,10,12.35%,36.36%
&lt;&lt;&nbsp;便携保温壶,841,1.66元,40,6.62%,6.25%
